NOCCODE,OperatorPublicName,RefNm,OpNm,Licence,TLRegOwn,Mode,ManDivNm,GpNme,EBSRAgent,LO,SW,WM,WA,YO,NW,NE,SC,SE,EA,EM,NI,NX,Megabus,"New Bharat",Terravision,NCSD,Easybus,Yorks_RT,"Travel Enq",Comment,AuditDate,AuditEditor,AuditComment,Duplicate,"Date Ceased","Cessation Comment"
MTRL,"M Travel Mini Buses Ltd","M Travel Mini Buses Ltd","M Travel Minibuses Ltd",PC1048669,NW,Bus,"M Travel Minibuses Ltd,",NoGroup_BusMode,,,,,,,MTR,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
MTRL,"M Travel Mini Buses Ltd",,"M Travel Minibuses Ltd",PC1048669,NW,Bus,"M Travel Minibuses Ltd,",NoGroup_BusMode,,,,,,,MTRL,,,,,,,,,,,,,,,,,,,,,
MTRV,"M Travel Ltd","M Travel Ltd","M Travel Ltd",PB1064235,YO,Bus,"M Travel Ltd,",NoGroup_BusMode,,,,,,MTRV,,,,,,MTRV,,,,,,,,MCL,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
MTRV,"M Travel Ltd","M Travel Ltd","M Travel Ltd",PB1064235,YO,Bus,"M Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,MCLL,,,"2014-02-25 00:00:00","John Prince","Add second Yorks RT code to deduplicate service 134",Dup,,
MTVL,"Mike's Travel","Mike's Travel (Bristol)","Beverly Cainey",PH0006364,SW,Bus,"Beverly Cainey,",NoGroup_BusMode,,,MT,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
MTWY,"Motorway Travel",Motorway,"Motorway Travel",,NW,Bus,"Motorway Travel                                 ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
MTXS,"Milnthorpe Taxi Services","Milnthorpe Taxi Services","Milnthorpe Taxi Services",,NW,Bus,"Milnthorpe Taxi Services                        ,",NoGroup_BusMode,,,,,,,,MTX,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
MULB,"Mullany's Buses","Mullany's Buses","Mullanys Coaches Ltd",PF1045789,SE,Bus,"Mullanys Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,MULB,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
MULC,"Mullany's Coaches","Mullany's Coaches","Mullanys Coaches Ltd",PF1045789,SE,Bus,"Mullanys Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
MULM,"Mulleys Motorways","Mulleys Motorways","Mulleys Motorways Ltd",PF0000070,SW,Bus,"Mulleys Motorways Ltd,",NoGroup_BusMode,,,MULM,,,,,,,,MULM,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
MURM,"Murdo MacDonald (Isle of Skye)","Murdo MacDonald","Murdo Alexander Macdonald",PM0002468,SC,Bus,"Murdo Alexander Macdonald,",NoGroup_BusMode,,,,,,,,,MUR,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
MVTL,"Malvernian Tours Ltd.","Malvernian Tours Ltd.","Malvernian Tours Ltd",PD1026928,WM,Bus,"Malvernian Tours Ltd,",NoGroup_BusMode,,,,MVT,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
MWLM,"Mid Wales Travel","Mid Wales Motorways","Mid-Wales Motorways (1963) Ltd",PG0006160,WA,Bus,"Mid-Wales Motorways (1963) Ltd,",NoGroup_BusMode,,,,MWM,MWLM,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
MWNC,"M W Nicoll","M W Nicoll (Laurencekirk)","M W Nicoll Hirers (Laurencekirk) Ltd",PM0000765,SC,Bus,"M W Nicoll Hirers (Laurencekirk) Ltd,",NoGroup_BusMode,,,,,,,,,MWN,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
MYAL,"C G Myall & Son","C G Myall & Son (Royston)","Andrew Cyril Myall",PF0000071,SE,Bus,"Andrew Cyril Myall,",NoGroup_BusMode,,,,,,,,,,MYAL,MYAL,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
MYLM,"Myles Minibus","Myles Minibus","Matthew Myles",PM0001505,SC,Bus,"Matthew Myles,",NoGroup_BusMode,,,,,,,,,MYL,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
MYNC,"A Mayne Coaches Ltd (Warrington)","Mayne Coaches","Mayne Coaches Ltd",PC0002071,NW,Bus,"Mayne Coaches Ltd,",NoGroup_BusMode,,,,,,,2019,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
MYPD,"Merseypride Travel","Merseypride Travel","David Alexander & Tracey Hannell",PC1027270,NW,Bus,"David Alexander & Tracey Hannell,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
MYTR,"Maytree Travel Ltd","Maytree Travel Ltd","Maytree Travel Ltd",PC1086155,NW,Bus,"Maytree Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
NAAE,"Ellisons Coaches",,"Alan Alfred Ellison",PH0002701,SW,Bus,"Alan Alfred Ellison,",NoGroup_BusMode,,,EL,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NABC,"A B Coaches",,"A B Coaches Ltd",PH0006652,SW,Bus,"A B Coaches Ltd,",NoGroup_BusMode,,,AB1,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NABL,"Airbles Bus Company",,"Airbles Bus Company Limited",PM1075199,SC,Bus,"Airbles Bus Company Limited,",NoGroup_BusMode,,,,,,,,,ABL,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NABO,"Unknown bus operator","Unknown bus operator",Unknown,,Admin,Bus,"Unknown,",Unknown,,,U?,U?,NABO,,,XXX1,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-03 00:00:00","Data cleanse for Andy Hole"
NACC,"A+C Coaches",,"A & C Coaches Ltd",PM1081067,SC,Bus,"A & C Coaches Ltd,",NoGroup_BusMode,,,,,,,,,ACC,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NACL,Alexcars,,"Alexcars Ltd",PH0002760,SW,Bus,"Alexcars Ltd,",NoGroup_BusMode,,,AC,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NADS,"Newbury & District","Newbury & District","Newbury & District Limited",PH1108688,SE,Bus,"Newbury & District Limited,","Reading Buses",,,WH,,,,,,,NADS,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
NADS,"Newbury & District","Newbury & District","Newbury & District Limited",PH1108688,SE,Bus,"Newbury & District Limited,","Reading Buses",,,,,,,,,,KC,,,,,,,,,,,,,,,,,,
NADT,"Adventure Travel","Adventure Travel","New Adventure Travel Ltd",PG1079161,WA,Bus,"New Adventure Travel Ltd,",NoGroup_BusMode,,,NAT,,NADT,,,NAT,,,,,,,,,,,,,,,"2022-02-23 00:00:00","Amy Brown","Public name updated from New Adventure Travel",OK,,
NAKL,"4K Travel",,"4K Travel Ltd",PH2007010,SW,Bus,"4k Travel Ltd,",NoGroup_BusMode,,,AK,,,,,,,,,,,,,,,,,,,,"2020-12-22 00:00:00","Amy Brown","Edited for Andy Hole",OK,,
NART,"Arthurs Coaches",,"Thomas Douglas Arthur",PM0000568,SC,Bus,"Thomas Douglas Arthur,",NoGroup_BusMode,,,,,,,,,ART,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NASH,"Nash's Coaches","Nash's Coaches","Nash'S Coaches Ltd",PD0000290,WM,Bus,"Nash'S Coaches Ltd,",NoGroup_BusMode,,,,NAS,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
NBAR,"Barc Coach Hire",,"Thomas Neil Hughes & Keith Gibb",PM1109339,SC,Bus,"Thomas Neil Hughes & Keith Gibb,",NoGroup_BusMode,,,,,,,,,BAR,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NBBW,"North Birmingham Busways","Central Connect Ltd","Shady Lane Property Limited",PD1028090,WM,Bus,"Rotala,",Rotala,,,,NBB,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
NBGY,"Piers Buses",,"Bristol Greyhound Limited",PH1115989,SW,Bus,"Bristol Greyhound Limited,",NoGroup_BusMode,,,BGY,,,,,,,,,,,,,,,,,,,,"2013-05-20 00:00:00","John Prince","Change Public Name to Piers Buses for Stuart Reynolds",OK,"2015-07-03 00:00:00","Seasonal? for Andy Hole"
NBMC,"Northumbria Mini Coaches","Northumbria Mini Coaches","Barrie Glenn Smith",PB0003255,NE,Bus,"Barrie Glenn Smith,",NoGroup_BusMode,,,,,,,,NBC,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NBMC,"Northumbria Mini Coaches","Northumbria Mini Coaches","Barrie Glenn Smith",PB0003255,NE,Bus,"Barrie Glenn Smith,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",Dup,"2015-09-25 00:00:00","Licence ceased for Amy Armstrong"
NBMH,"NBM Hire Ltd","NBM Hire Ltd","Nbm Hire Ltd",PC0004741,NW,Bus,"Nbm Hire Ltd,",NoGroup_BusMode,,,,,,,NBM,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Added code to NW",OK,,
NBNT,"Bennetts of Kilwinning",,"John Bennett",PM1067056,SC,Bus,"John Bennett,",NoGroup_BusMode,,,,,,,,,BNT,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NBWM,"Black & White Motorways",,"Black & White Motorways Ltd",PH0005785,SW,Bus,"Black & White Motorways Ltd,",NoGroup_BusMode,,,BWM,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NCBB,"Charlie Browns Buses",,"Peter David Brown",PH1054218,SW,Bus,"Peter David Brown,",NoGroup_BusMode,,,CBB,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NCBM,"NCB Motors","NCB Motors","Ncb Motors Ltd",PD0001466,WM,Bus,"Ncb Motors Ltd,",NoGroup_BusMode,,,,NCB,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
NCCA,"Cathedral Coaches",,"Cathedral Coaches Ltd",PH0003081,SW,Bus,"Cathedral Coaches Ltd,",NoGroup_BusMode,,,CCA,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NCEN,"Central Taxis",,"Central Taxis (Aberdeen) Ltd",PM0002724,SC,Bus,"Central Taxis (Aberdeen) Ltd,",NoGroup_BusMode,,,,,,,,,CEN,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NCMS,"Crosville Motor Services",,"Crosville Motor Services Ltd",PH1107086,SW,Bus,"Crosville Motor Services Ltd,",NoGroup_BusMode,,,CMS,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NCOA,"Newborough Coaches","Newborough Coaches (Peterborough)","Newborough Coaches Ltd",PF0000418,EM,Bus,"Newborough Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,NCOA,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NCOL,"Network Colchester","Network Colchester","Burtons Coaches Ltd",PF0001958,SE,Bus,"Burton's Coaches,",NoGroup_BusMode,,,,,,,,,,NCOL,NCOL,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-15 00:00:00","Data cleanse for David Dyson"
NCP1,"NCP Challenger","NCP Challenger","NCP Challenger",,LO,Bus,"London Sovereign Ltd,","RATP Group",,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NCP2,"NCP Interline","NCP Interline","NCP Interline",,LO,Bus,"Transdev London Sovereign,",Transdev,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NCPS,"NCP Services Ltd","NCP Services Ltd","NCP Services Ltd",,NW,Bus,"NCP Services Ltd        ,",NoGroup_BusMode,,,,,,,2041,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NCRC,"Wilsons Buses",,"C&R Coaches Limited",PM1110504,SC,Bus,"C&R Coaches Limited,",NoGroup_BusMode,,,,,,,,,CRC,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NCSL,Citistar,,"Citistar Limited",PH1091486,SW,Bus,"Citistar Limited,",NoGroup_BusMode,,,CI,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NCTP,"HCT Group","CT Plus","Ct Plus Community Interest Company",PH1105011,LO,Bus,"Ct Plus Community Interest Company,",NoGroup_BusMode,,HCT,CTP,,,,,,,NCTP,,,,,,,,,,,,,"2019-08-15 00:00:00","Amy Brown","Update SW public name",OK,,
NCTP,"HCT Group",,"Ct Plus Community Interest Company",PH1105011,LO,Bus,"Ct Plus Community Interest Company,",NoGroup_BusMode,,HY,,,,,,,,,,,,,,,,,,,,,"2017-04-20 00:00:00","Steven Penn","Added additional London code",,,
NCTR,"Nottingham City Transport","Nottingham City Transport","Nottingham City Transport Ltd",PB0002362,EM,Bus,"Nottingham City Transport Ltd,",NoGroup_BusMode,,,,,,,,,,,,NCTR,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NCTR,"Nottingham City Transport","Nottingham City Transport","Nottingham City Transport Ltd",PB0002362,EM,Bus,"Nottingham City Transport Ltd,",NoGroup_BusMode,,,,,,,,,,,,NCT,,,,,,,,,,,,,,,,
NCXS,Norse,"Norfolk County Services","Norse Commercial Services Limited",PF1021451,EA,Bus,"Norse Commercial Services Limited,",NoGroup_BusMode,,,,,,,,,,,NCXS,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NDAC,"DA Coaches",,"Da Coaches Ltd",PM1094787,SC,Bus,"Da Coaches Ltd,",NoGroup_BusMode,,,,,,,,,DAC,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NDCL,"Dolphin Coaches",,"Dolphin Holidays (Dorset) Limited",PH1111053,SW,Bus,"Dolphin Holidays (Dorset) Limited,",NoGroup_BusMode,,,DCL,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NDMS,"Devonian Motor Services",,"Richard Mcallister",PH1091965,SW,Bus,"Richard Mcallister,",NoGroup_BusMode,,,DMS,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NDOF,"David Field",,"David Owen Field",PH0005036,SW,Bus,"David Owen Field,",NoGroup_BusMode,,,DF,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NDTR,"Notts and Derby","Notts and Derby","Notts & Derby Traction Co Ltd",PC0004218,EM,Bus,"Notts & Derby Traction Co Ltd,","Wellglade Group",,,,NDTR,,,,,,,,NDTR,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NDTR,"Notts and Derby","Notts and Derby","Notts & Derby Traction Co Ltd",PC0004218,EM,Bus,"Notts & Derby Traction Co Ltd,","Wellglade Group",,,,NDTC,,,,,,,,,,,,,,,,,,,"2015-01-30 00:00:00","John Prince","Change NOC from NDTC to NDTR and correct the details",Dup,,
NDTR,"Notts and Derby","Notts and Derby","Notts & Derby Traction Co Ltd",PC0004218,EM,Bus,"Notts & Derby Traction Co Ltd,","Wellglade Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEAL,Neals,"Neals Travel (Ely)","Neals Travel Ltd",PF0001287,EA,Bus,"Neals Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NEAV,"Neaves Coaches","Neaves Coaches (Great Yarmouth)","H S Neave & Son Ltd",PF0000466,EA,Bus,"H S Neave & Son Ltd,",NoGroup_BusMode,,,,,,,,,,,NEAV,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-24 00:00:00","Data cleanse for David Dyson"
NECO,"New Enterprise Coaches","New Enterprise Coaches","Arriva Kent & Surrey Ltd",PK0000208,SE,Bus,"Arriva in the South East,",Arriva,,,,,,,,,,NECO,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
NEED,"North East Equality and Diversity","North East Equality and Diversity","North East Equality and Diversity",,NE,Bus,"North East Equality and Diversity",NoGroup_BusMode,,,,,,,,NEE,,,,,,,,,,,,,,,"2016-10-18 00:00:00","Amy Brown","Added for Amy Armstrong",,,
NEJH,"Rosevidney Travel",,"Edwin John Hosking",PH0006864,SW,Bus,"Edwin John Hosking,",NoGroup_BusMode,,,RP,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NELB,"Lothian Country Buses",,"Lothian Country Buses Limited",PM0002883,SC,Bus,"Lothian Country Buses Limited,","Lothian Buses",,,,,,,,,ELB,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NEPC,"Pygall's Coaches",,"Keith James Pygall",PB1098320,NE,Bus,"Keith James Pygall,",NoGroup_BusMode,,,,,,,,PGC,,,,,,,,,,,,,,,"2013-08-06 00:00:00","John Prince","Added for NE for Amy",OK,,
NETT,"Tony's Taxis",,"Anthony Birch",PB1112508,NE,Bus,"Anthony Birch,",NoGroup_BusMode,,,,,,,,TON,,,,,,,,,,,,,,,"2013-08-06 00:00:00","John Prince","Added for NE for Amy",OK,,
NEWB,"Newbury Buses","READING TRANSPORT LTD","Reading Transport Ltd",PH0005856,SE,Bus,"Reading Transport Ltd,","Reading Buses",,,NB,,,,,,,NEWB,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NEWC,"Newbury Coaches, Ledbury","Newbury Coaches, Ledbury","Newbury Coaches, Ledbury",,SW,Bus,"Newbury Coaches, Ledbury,",NoGroup_BusMode,,,NC,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-07 00:00:00","Seasonal? for Andy Hole"
NEWT,"Newtons Travel (Newport)",Newton's,"Robert Newton",PG0006124,WA,Bus,"Robert Newton,",NoGroup_BusMode,,,,,NEWT,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-07-17 00:00:00","Not currently operating - Debra Glaves"
NFCW,"Norfolk Coachways",,"Christopher John Birchnall & Partners",PF1113073,EA,Bus,"Christopher John Birchnall & Partners,",NoGroup_BusMode,,,,,,,,,,,NFCW,,,,,,,,,,,,"2014-05-16 00:00:00","John Prince","added for Stuart Reynolds",OK,,
NFKG,"Stagecoach East Midlands","Formerly Norfolk Green","Go West Travel Ltd",PF0001611,EA,Bus,"Go West Travel Ltd,",Stagecoach,,,,,,,,,,,NFKG,NFKG,,,,,,,,,,,"2015-04-21 00:00:00","John Prince","Change Public Name for Roger Slevin",OK,,
NFRE,"Freddies Taxis",,"Classy Taxis Ltd",PM1096434,SC,Bus,"Classy Taxis Ltd,",NoGroup_BusMode,,,,,,,,,FRE,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NFST,"Festival Travel",,"Festival Travel (Scotland) Ltd",PM1036025,SC,Bus,"Festival Travel (Scotland) Ltd,",NoGroup_BusMode,,,,,,,,,FST,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NFYN,Nefyn,Nefyn,"Nefyn Coaches Limited",PG1088603,WA,Bus,"Nefyn Coaches Limited,",NoGroup_BusMode,,,,,NFYN,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NGBC,"Nightingales of Beccles","Nightingales of Beccles","Nightingales Of Beccles Ltd",PF0001581,EA,Bus,"Nightingales Of Beccles Ltd,",NoGroup_BusMode,,,,,,,,,,,NGBC,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NGLC,"Nightingale Coaches","Nightingale Coaches","Garry Johnson",PB0003566,NE,Bus,"Garry Johnson,",NoGroup_BusMode,,,,,,,,NGL,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NHCL,"Hegarty Travel",,"Hemmings Coaches Ltd",PH1044398,SW,Bus,"Hemmings Coaches Ltd,",NoGroup_BusMode,,,HC,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NHMS,"North Harris Motor Services","North Harris Motor Services","Ewan Cameron",PM1034331,SC,Bus,"Ewan Cameron,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2014-04-30 00:00:00","Licence ceased for Stuart McNeil"
NHOL,"National Holidays","National Holidays","National Holidays  Ltd",PB0001562,YO,Bus,"National Holidays  Ltd,",NoGroup_BusMode,,,,,,,1887,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
NHTL,"Highland Translink",,"Highland Translink Ltd",PM1103792,SC,Bus,"Highland Translink Ltd,",NoGroup_BusMode,,,,,,,,,HTL,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NHZN,"New Horizon Travel","New Horizon Travel Ltd","New Horizon Travel Ltd",PF0001866,SE,Bus,"New Horizon Travel Ltd,",NoGroup_BusMode,,,,,,,,,,NHZN,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NIBS,NIBSbuses,"Nelson's Coaches","NIBSbuses Limited",PF0006113,SE,Bus,"NIBSbuses Limited,",NoGroup_BusMode,,,,,,,,,,NIBS,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
NJAJ,"J & J Minibuses",,"J & J Minibuses",,LO,Bus,"J & J Minibuses,",NoGroup_Mode,,JAJ,,,,,,,,,,,,,,,,,,,,,"2013-03-26 00:00:00","John Prince","Added for Stuart Reynolds",OK,"2015-07-21 00:00:00","Ceased for Gerard Butler"
NJAS,"JAS Transport",,"James Dever",PM1087791,SC,Bus,"James Dever,",NoGroup_BusMode,,,,,,,,,JAS,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NJDC,"JD Coaches",,"John Donnelly",PM1121575,SC,Bus,"John Donnelly,",NoGroup_BusMode,,,,,,,,,JDC,,,,,,,,,,,,,,"2015-12-11 00:00:00","Steven Penn","Scotland code added",OK,,
NJGR,"John Gallagher Travel",,"John Gallagher",PM1109715,SC,Bus,"John Gallagher,",NoGroup_BusMode,,,,,,,,,JGR,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NJMT,"JMB Travel",,"J M B Travel Ltd",PM1087164,SC,Bus,"J M B Travel Ltd,",NoGroup_BusMode,,,,,,,,,JMT,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NJRO,"James Robertson",,"James Robertson",PM1067295,SC,Bus,"James Robertson,",NoGroup_BusMode,,,,,,,,,JRO,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NJTR,"NJ Travel","NJ Travel","NJ Travel",,EM,Bus,"NJ Travel,",NoGroup_Mode,,,,,,,,,,,,NJTR,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NKBN,"N K Brown (Brampton)","N K Brown","Norman Keith Brown",PC0004958,NE,Bus,"Norman Keith Brown,",NoGroup_BusMode,,,,,,,,NKB,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
NKCL,"Kinch Coaches",,"Kinch Coaches Ltd",PH1038624,SW,Bus,"Kinch Coaches Ltd,",NoGroup_BusMode,,,KC,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NKKW,"Calne Travel",,"Klaus Karl Witte",PH1002115,SW,Bus,"Klaus Karl Witte,",NoGroup_BusMode,,,CTR,,,,,,,,,,,,,,,,,,,,"2013-04-03 00:00:00","John Prince","Added for Andy Hole",OK,,
NLCL,"North Lincolnshire Council","North Lincolnshire Council","North Lincolnshire Council",PB0004332,EM,Bus,"North Lincolnshire Council,","Local Authority",,,,,,,,,,,,NLCL,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
NMCK,"MacKenzie Bus",,"Mackenzie Bus & Coach Services Ltd",PM1097705,SC,Bus,"Mackenzie Bus & Coach Services Ltd,",NoGroup_BusMode,,,,,,,,,MCK,,,,,,,,,,,,,,"2013-03-22 00:00:00","John Prince","Added for Scotland",OK,,
NMCL,"Gardiners NMC","Gardiners NMC","Gardiners NMC Ltd",PB1130702,NE,Bus,"Gardiners NMC Ltd,",NoGroup_BusMode,,,,,,,,NMC,,,,,,,,,,,,,,,"2017-02-16 00:00:00","Amy Brown","Updated public name from N M C",OK,,
NMCL,"Gardiners NMC","Gardiners NMC","Gardiners NMC Ltd",PB1130702,NE,Bus,"Gardiners NMC Ltd,",NoGroup_BusMode,,,,,,,,GAR,,,,,,,,,,,,,,,"2017-03-01 00:00:00","Amy Brown","Moved local code from GARD",,,
NMCO,"Nick Maddy Coaches","Nick Maddy Coaches","Jactall Ltd",PD1131858,WM,Bus,"Jactall Ltd,",NoGroup_BusMode,,,NMC,NMC,,,,,,,,,,,,,,,,,,,"2021-04-30 00:00:00","Amy Brown",,OK,,
